id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
714609,2011,01/04/2011,1042012,10.0,RENT,1,Medium,135000,2,13050, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.92,A,1,3.29,13772.64,13050.0,0.0,402.47,leinster
736445,2011,01/04/2011,1082014,7.0,MORTGAGE,3,Low,84000,1,18500, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.74,B,2,21.26,23216.752940000002,18500.0,0.0,399.85,leinster
736447,2011,01/04/2011,1022015,7.0,RENT,1,Low,34000,1,10375, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,10.74,B,2,28.48,10088.49,7239.29,0.0,224.24,cannught
736425,2011,01/04/2011,1042012,0.5,RENT,1,Low,24000,1,4000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,E,5,9.34,1200.96,503.55,121.75,98.92,leinster
736380,2011,01/04/2011,1052014,2.0,MORTGAGE,3,Low,91092,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.43,C,3,1.53,12195.18319,10000.0,0.0,339.02,leinster
736375,2011,01/05/2011,1052014,1.0,MORTGAGE,3,Medium,135000,2,16000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.74,B,2,13.39,18787.6625,16000.0,0.0,521.86,Northern-Irl
736364,2011,01/05/2011,1032013,1.0,RENT,1,Low,100000,1,23000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.54,D,4,14.9,27570.43,23000.0,0.0,792.14,Northern-Irl
736324,2011,01/04/2011,1052014,2.0,RENT,1,Low,25300,1,5400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.02,D,4,9.3,6829.413051,5400.0,0.0,189.91,ulster
735263,2011,01/04/2011,1072011,3.0,MORTGAGE,3,Low,56400,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.17,C,3,9.72,12281.98,12000.0,0.0,280.28,Northern-Irl
736294,2011,01/04/2011,1102012,6.05,RENT,1,Low,11820,1,1500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,5.69,1588.71,1500.0,0.0,49.19,cannught
736199,2011,01/04/2011,1052014,5.0,RENT,1,Low,46800,1,2800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.37,B,2,19.44,3269.5302260000003,2800.0,0.0,90.84,ulster
736254,2011,01/04/2011,1092012,2.0,RENT,1,Low,49200,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,17.14,E,5,23.83,14282.07,12000.01,0.0,299.14,munster
734771,2011,01/04/2011,1112013,3.0,RENT,1,Medium,140000,2,6000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,14.91,D,4,4.23,4772.5,2441.95,514.0,142.46,ulster
736236,2011,01/04/2011,1112012,2.0,RENT,1,Low,52500,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,16.87,16839.05,14999.99,0.0,486.62,ulster
736171,2011,01/04/2011,1012012,5.0,RENT,1,Low,53086,1,27600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.65,D,4,17.54,30363.45,27600.0,0.0,666.06,Northern-Irl
736163,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Low,33600,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,5.42,A,1,18.5,10855.92904,10000.0,0.0,301.6,leinster
736144,2011,01/04/2011,1042012,1.0,RENT,1,Low,31200,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.8,C,3,13.65,2399.89,1576.56,154.13,204.49,cannught
736120,2011,01/04/2011,1102012,6.0,RENT,1,Low,52000,1,5500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,11.11,B,2,16.52,3244.67,2355.41,198.95,180.35,cannught
736077,2011,01/04/2011,1062012,2.0,MORTGAGE,3,Low,64000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.92,A,1,17.4,9571.36,9000.0,0.0,277.57,Northern-Irl
735317,2011,01/04/2011,1122011,2.0,OWN,2,Medium,104000,2,10000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,6.92,A,1,0.53,10373.84,10000.0,0.0,308.41,ulster
736040,2011,01/04/2011,1012016,4.0,RENT,1,Low,40320,1,3500, 60 months,2,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.37,B,2,28.84,4189.01,3198.89,0.0,75.01,Northern-Irl
735981,2011,01/04/2011,1062014,7.0,MORTGAGE,3,Low,84000,1,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.17,C,3,19.9,46618.1037,35000.0,0.0,817.48,ulster
735592,2011,01/04/2011,1052014,10.0,RENT,1,Low,54996,1,10000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,14.54,D,4,15.86,12396.60091,10000.0,0.0,344.41,Northern-Irl
726854,2011,01/04/2011,1012016,10.0,MORTGAGE,3,Medium,101000,2,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.68,C,3,9.27,30294.96,21846.46,0.0,542.16,ulster
735043,2011,01/04/2011,1112011,5.0,RENT,1,Low,45000,1,10800, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.4,E,5,20.67,11063.21,10800.0,0.0,264.94,munster
735895,2011,01/05/2011,1012014,4.0,RENT,1,Low,45000,1,9600, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.63,B,2,10.61,11512.64,9600.0,0.0,202.23,cannught
735036,2011,01/04/2011,1092011,4.0,RENT,1,Low,53004,1,19125, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,21.59,G,7,18.61,20480.46,19125.0,0.0,523.77,Northern-Irl
735796,2011,01/04/2011,1052014,1.0,OWN,2,Low,24000,1,6000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.68,C,3,7.65,7239.1231450000005,6000.0,0.0,201.25,leinster
735842,2011,01/04/2011,1072012,2.0,RENT,1,Low,28000,1,6625, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,13.06,C,3,19.89,3385.05,2269.48,249.57,223.42,leinster
735841,2011,01/04/2011,1082012,3.0,MORTGAGE,3,Low,54000,1,10975, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,13.16,11791.83,10975.0,0.0,342.2,ulster
735802,2011,01/04/2011,1072015,6.0,MORTGAGE,3,Low,47004,1,15850, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.43,C,3,23.39,21571.50504,15850.0,0.0,364.14,leinster
735813,2011,01/05/2011,1112014,5.0,MORTGAGE,3,Low,51600,1,24000, 60 months,2,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,13.06,C,3,9.81,20087.67784,15150.0,0.0,345.18,leinster
733311,2011,01/05/2011,1012016,10.0,RENT,1,Low,33000,1,16500, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,17.88,E,5,15.75,18556.38,11808.0,0.0,331.8,ulster
734732,2011,01/04/2011,1082013,3.0,MORTGAGE,3,Low,80000,1,10000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,7.66,A,1,7.71,11130.55,10000.0,0.0,311.8,munster
735782,2011,01/04/2011,1122013,3.0,MORTGAGE,3,Low,68500,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,3.99,14034.45,12000.0,0.0,391.39,leinster
735772,2011,01/04/2011,1122011,10.0,MORTGAGE,3,Low,65000,1,8000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,18.62,F,6,22.52,2582.93,248.24,1868.61,205.86,leinster
735252,2011,01/04/2011,1042014,2.0,RENT,1,Low,83400,1,28000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,E,5,17.06,36219.42686,28000.0,0.0,692.42,ulster
734592,2011,01/04/2011,1112011,5.0,MORTGAGE,3,Low,81000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,6.46,14182.82,14000.0,0.0,436.52,leinster
735689,2011,01/04/2011,1092012,10.0,MORTGAGE,3,Medium,127000,2,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.11,B,2,7.69,8040.67,4020.83,2816.83,327.91,Northern-Irl
734850,2011,01/04/2011,1062014,7.0,MORTGAGE,3,Low,60000,1,30000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.4,E,5,20.26,41521.97241,30000.0,0.0,735.94,munster
735617,2011,01/04/2011,1042012,2.0,RENT,1,Low,64900,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,10.52,10604.82,10000.0,0.0,311.8,Northern-Irl
735574,2011,01/04/2011,1052014,3.0,MORTGAGE,3,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.66,A,1,16.08,11219.13805,10000.0,0.0,311.8,leinster
735508,2011,01/04/2011,1012014,3.0,RENT,1,Low,54996,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,12.2,13900.49,12000.0,0.0,389.3,leinster
735256,2011,01/04/2011,1082012,1.0,OWN,2,Low,35004,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.0,B,2,29.93,9928.12,9000.0,0.0,290.41,munster
733902,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Medium,122000,2,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.92,A,1,11.11,6661.035231,6000.0,0.0,185.05,leinster
735569,2011,01/04/2011,1052013,3.0,MORTGAGE,3,Medium,121680,2,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,8.05,17202.27,15000.0,0.0,486.62,leinster
721464,2011,01/05/2011,1042015,3.0,MORTGAGE,3,Low,80000,1,28000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.28,D,4,7.18,25028.118290000002,17725.0,0.0,424.29,munster
732310,2011,01/04/2011,1012014,10.0,MORTGAGE,3,Low,66996,1,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.37,B,2,9.53,6990.47,6000.0,0.0,194.65,cannught
735514,2011,01/04/2011,1022012,0.5,RENT,1,Low,14400,1,1200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,10.5,1278.58,1200.0,0.0,38.93,ulster
735420,2011,01/04/2011,1092013,4.0,RENT,1,Medium,108820,2,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.63,B,2,17.2,17192.59,15000.0,0.0,481.41,Northern-Irl
735488,2011,01/04/2011,1032013,10.0,MORTGAGE,3,Low,60000,1,3800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,5.42,A,1,11.98,4072.41,3800.0,0.0,114.61,cannught
735461,2011,01/04/2011,1052014,10.0,MORTGAGE,3,Low,77000,1,18500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,12.62,21824.79309,18500.0,0.0,606.64,leinster
676330,2011,01/04/2011,1112013,5.0,MORTGAGE,3,Medium,130000,2,10000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.0,B,2,13.82,6374.4,4372.45,12.6,212.48,Northern-Irl
735469,2011,01/04/2011,1052014,1.0,RENT,1,Low,30000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,7.2,3501.9824369999997,3000.0,0.0,97.33,Northern-Irl
735456,2011,01/05/2011,1082013,0.5,RENT,1,Low,79000,1,10000, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,18.25,F,6,16.8,13453.12,9999.99,0.0,255.3,Northern-Irl
735453,2011,01/04/2011,1022012,3.0,MORTGAGE,3,Low,78000,1,20000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.37,B,2,17.15,21405.2,20000.0,0.0,648.83,cannught
735439,2011,01/05/2011,1072013,0.5,MORTGAGE,3,Low,48000,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.37,B,2,3.55,7660.37,5058.86,0.0,306.45,ulster
735417,2011,01/05/2011,1042014,1.0,MORTGAGE,3,Low,40000,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.29,A,1,16.53,11102.20078,10000.0,0.0,310.1,cannught
735432,2011,01/04/2011,1112013,6.0,RENT,1,Low,35000,1,17000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.37,B,2,16.66,19755.0,17000.0,0.0,551.51,ulster
735360,2011,01/04/2011,1072013,10.0,OWN,2,Medium,115000,2,35000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.28,D,4,17.29,43041.93,35000.0,0.0,1218.1,Northern-Irl
735338,2011,01/04/2011,1042014,0.5,RENT,1,Low,55000,1,8000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,10.0,B,2,11.13,9258.810372,8000.0,0.0,258.14,leinster
735322,2011,01/04/2011,1102012,4.0,MORTGAGE,3,Low,85634,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,12.19,15205.41,14000.0,0.0,436.52,leinster
735318,2011,01/04/2011,1012013,3.0,MORTGAGE,3,Low,41000,1,2500, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.29,A,1,12.7,2728.71,2500.0,0.0,77.53,cannught
735311,2011,01/04/2011,1032012,2.0,OWN,2,Medium,126996,2,11000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.0,B,2,10.0,11814.24,11000.0,0.0,354.94,cannught
732530,2011,01/04/2011,1102013,4.0,RENT,1,Medium,130000,2,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.02,D,4,8.77,31159.06,25000.0,0.0,879.18,ulster
734358,2011,01/04/2011,1012012,5.0,RENT,1,Low,57110,1,2400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.0,B,2,1.55,2536.56,2400.0,0.0,77.45,ulster
735177,2011,01/04/2011,1012016,4.0,MORTGAGE,3,Low,54000,1,8500, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,15.28,D,4,17.82,11350.76,7686.59,0.0,203.47,ulster
735201,2011,01/04/2011,1052014,8.0,RENT,1,Low,84000,1,7200, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,12.68,C,3,14.24,8690.806209,7200.0,0.0,241.49,ulster
709846,2011,01/04/2011,1092012,0.5,RENT,1,Low,42000,1,3500, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,5.42,A,1,20.34,3643.25,3500.0,0.0,105.56,ulster
713572,2011,01/04/2011,1102014,7.0,MORTGAGE,3,Medium,112000,2,35000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.14,E,5,17.17,50191.318680000004,34999.99,0.0,872.48,munster
735162,2011,01/04/2011,1072013,3.0,MORTGAGE,3,Low,74758,1,11050, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,8.15,12739.28,11050.0,0.0,358.48,ulster
735145,2011,01/04/2011,1062011,2.0,RENT,1,Low,57500,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,0.75,9078.7,9000.0,0.0,291.98,Northern-Irl
727377,2011,01/04/2011,1122012,5.0,MORTGAGE,3,Low,48000,1,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.28,D,4,20.65,24302.44,20000.0,0.0,478.75,munster
735134,2011,01/04/2011,1052014,10.0,RENT,1,Low,25000,1,5500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.11,B,2,17.52,6487.460368,5500.0,0.0,180.35,Northern-Irl
735081,2011,01/04/2011,1092012,1.0,RENT,1,Low,96000,1,17400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,21.16,19359.32,17399.99,0.0,564.48,ulster
734664,2011,01/04/2011,1022013,0.5,RENT,1,Low,22800,1,1600, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,27.53,1875.44,1600.0,0.0,53.96,leinster
735073,2011,01/04/2011,1122013,0.5,RENT,1,Low,33000,1,1000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,7.29,A,1,11.89,1113.34,1000.0,0.0,31.01,munster
735061,2011,01/04/2011,1052013,2.0,RENT,1,Low,21600,1,4000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,20.11,4882.29,4000.0,0.0,91.14,ulster
735045,2011,01/05/2011,1082013,5.0,MORTGAGE,3,Medium,126000,2,7000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,16.02,D,4,2.58,8713.09,7000.0,0.0,246.17,leinster
733680,2011,01/04/2011,1042013,10.0,RENT,1,Low,50004,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.17,C,3,13.03,17265.61,14000.0,0.0,327.0,cannught
735024,2011,01/04/2011,1062013,10.0,MORTGAGE,3,Medium,130000,2,7500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.29,A,1,16.62,8263.33,7499.99,0.0,232.58,leinster
733788,2011,01/04/2011,1012016,9.0,RENT,1,Low,52000,1,14000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,11.95,16777.69,12809.77,0.0,300.02,cannught
735000,2011,01/04/2011,1012013,4.0,RENT,1,Low,28800,1,16000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.28,D,4,17.04,19592.67,16000.0,0.0,383.0,ulster
734908,2011,01/04/2011,1102011,10.0,MORTGAGE,3,Low,40000,1,7000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Bad Loan,1,16.02,D,4,5.64,1148.55,392.17,302.45,170.31,cannught
734899,2011,01/04/2011,1012016,6.0,MORTGAGE,3,Low,43900,1,12800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,E,5,15.55,17688.62,11556.95,0.0,316.54,cannught
734906,2011,01/04/2011,1052014,2.0,RENT,1,Low,14400,1,2500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.0,B,2,20.08,2902.894482,2500.0,0.0,80.67,Northern-Irl
734862,2011,01/04/2011,1122015,10.0,RENT,1,Low,28000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.65,D,4,9.64,17180.18999,12000.0,0.0,289.59,ulster
734537,2011,01/05/2011,1012016,10.0,OWN,2,Low,41676,1,15000, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,17.14,E,5,1.3,16054.81,10397.83,0.0,287.3,leinster
715157,2011,01/04/2011,1052014,2.0,RENT,1,Low,20004,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.37,B,2,10.68,3502.9936479999997,3000.0,0.0,97.33,Northern-Irl
734821,2011,01/04/2011,1042012,2.0,RENT,1,Low,42000,1,6500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,23.66,7042.66,6500.0,0.0,210.87,Northern-Irl
734817,2011,01/04/2011,1082012,2.0,RENT,1,Low,75000,1,21000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.0,B,2,14.08,23165.45,21000.0,0.0,677.62,ulster
710512,2011,01/04/2011,1052014,0.5,RENT,1,Medium,120000,2,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.29,A,1,3.33,8036.381670000001,7200.0,0.0,223.28,Northern-Irl
734712,2011,01/04/2011,1042014,4.0,RENT,1,Low,15600,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,13.77,5837.076977000001,5000.0,0.0,162.21,Northern-Irl
734759,2011,01/04/2011,1022013,5.0,RENT,1,Low,32500,1,7350, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.43,C,3,8.9,8652.23,7350.0,0.0,249.18,ulster
734739,2011,01/04/2011,1072013,6.0,MORTGAGE,3,Low,42000,1,2800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.4,E,5,4.43,3657.97,2800.0,0.0,68.69,ulster
722448,2011,01/04/2011,1032013,2.0,RENT,1,Low,39996,1,2500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.37,B,2,18.54,2849.0,2500.0,0.0,81.11,ulster
733398,2011,01/04/2011,1122015,9.0,RENT,1,Low,67800,1,7500, 60 months,2,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,12.68,C,3,12.69,10146.77,7500.0,0.0,169.43,ulster
734465,2011,01/04/2011,1022012,10.0,MORTGAGE,3,Low,35000,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,11.42,8291.43,8000.0,0.0,241.28,leinster
734657,2011,01/04/2011,1052014,4.0,RENT,1,Low,23000,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.79,A,1,14.5,3273.504593,3000.0,0.0,90.99,cannught
732946,2011,01/04/2011,1062012,0.5,RENT,1,Low,27996,1,13000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,13.93,14702.27,13000.0,0.0,296.19,Northern-Irl
734671,2011,01/04/2011,1012016,10.0,RENT,1,Low,52000,1,10000, 36 months,1,INDIVIDUAL,1,wedding,5,High,2,Bad Loan,1,13.43,C,3,3.92,0.0,0.0,0.0,339.02,Northern-Irl
734589,2011,01/04/2011,1062013,10.0,MORTGAGE,3,Low,90000,1,10500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.66,A,1,19.63,11649.08,10500.0,0.0,327.39,ulster
734645,2011,01/04/2011,1082012,10.0,MORTGAGE,3,Low,75000,1,31000, 60 months,2,INDIVIDUAL,1,house,12,Low,1,Bad Loan,1,13.06,C,3,12.9,12068.12,5960.33,1457.85,706.3,ulster
733855,2011,01/04/2011,1052013,10.0,MORTGAGE,3,Low,50000,1,3000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.66,A,1,25.56,3320.27,3000.0,0.0,93.54,ulster
734617,2011,01/04/2011,1052014,6.0,RENT,1,Low,62500,1,4000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.37,B,2,20.54,4670.678215,4000.0,0.0,129.77,munster
734508,2011,01/04/2011,1052014,8.0,OWN,2,Low,56400,1,12100, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,5.79,A,1,22.66,13208.274220000001,12100.0,0.0,366.96,leinster
727109,2011,01/04/2011,1052014,6.0,RENT,1,Low,23004,1,3000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.43,C,3,20.03,3659.185944,3000.0,0.0,101.71,Northern-Irl
727311,2011,01/04/2011,1052014,10.0,RENT,1,Low,53196,1,3000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,7.66,A,1,16.6,3380.206386,3000.0,0.0,93.54,ulster
734543,2011,01/04/2011,1032013,1.0,MORTGAGE,3,Low,52000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,13.06,C,3,26.4,30169.14,25000.0,0.0,569.6,leinster
734555,2011,01/04/2011,1062015,0.5,RENT,1,Low,72000,1,20000, 60 months,2,INDIVIDUAL,1,major_purchase,8,Low,1,Bad Loan,1,11.11,B,2,8.57,21361.55,15434.18,40.62,435.95,leinster
728696,2011,01/04/2011,1012015,2.0,RENT,1,Low,98000,1,12000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.66,A,1,6.73,14041.92503,12000.0,0.0,241.37,leinster
734494,2011,01/05/2011,1052014,10.0,MORTGAGE,3,Low,70000,1,7000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.66,A,1,27.75,7853.672825,7000.0,0.0,218.26,leinster
734475,2011,01/04/2011,1092012,8.0,RENT,1,Low,66000,1,24000, 60 months,2,INDIVIDUAL,1,medical,9,High,2,Good Loan,0,20.85,G,7,19.2,30143.25,24000.02,0.0,647.26,Northern-Irl
734415,2011,01/04/2011,1102012,10.0,MORTGAGE,3,Low,46500,1,8000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,15.28,D,4,9.08,9558.92,8000.0,0.0,191.5,leinster
734349,2011,01/04/2011,1072013,10.0,OWN,2,Low,35000,1,4000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.29,A,1,28.8,4423.55,4000.0,0.0,124.04,leinster
734435,2011,01/04/2011,1052014,4.0,RENT,1,Low,18200,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.66,A,1,7.45,6729.3744799999995,6000.0,0.0,187.08,ulster
732981,2011,01/04/2011,1032014,6.0,MORTGAGE,3,Low,80004,1,30000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.88,E,5,16.26,42025.5078,30000.0,0.0,759.85,munster
732936,2011,01/04/2011,1102012,3.0,RENT,1,Medium,125000,2,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,15.64,11218.39,10000.0,0.0,326.16,Northern-Irl
734408,2011,01/04/2011,1082012,10.0,RENT,1,Low,28800,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.0,B,2,14.29,16481.79,15000.0,0.0,484.01,ulster
734123,2011,01/04/2011,1062012,10.0,MORTGAGE,3,Low,54000,1,2000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,5.62,2099.1,2000.0,0.0,60.32,ulster
